,Ratings,Full_review
1257,1,Got damaged product
1258,4,"It's awesome heating should be resolve, otherwise all is well"
1259,5,The product is no doubt superb but the exchange policy of Flipkart is worst. I had a very bad experience this time. Even I plan to cancel the order. The wish master or the guy who come for exchange is only giving 2000/- of my old laptop where as I am expecting 8500/- for the exchange value. The guy later confirm that we never give customer to there desired value. Finally I end up with cash value for the order and plan to sell my old laptop myself
1260,5,No comments !! It's a macbook !!!!!
1261,5,Value for money
1262,5,Best Apple products ever!!
1263,5,Love dis product...... Thank you flipkart for the amazing offers.
1264,5,Good
1265,5,Outstanding !!
1266,5,Brilliant product. Posting after 10 days of usage. Butter smooth performance and a quality product from Apple. You won’t go wrong with it!
1267,1,"Never buy it. It hangs, it lags. It has ruined all my expectations from apples. Go for another alternative."
1268,5,No complaint in product but delivery take 15-20 days.
1269,5,Good Things Always Takes Times....But Satisfied With The Product ...specially for Apple Macbook more than Special Air Version.... #Delay Delivery #Quality Product
1270,5,Impressive product.
1271,5,"I did like the product, it looks great and as always Apple products are great though it depends on your requirement and work."
1272,4,Very good product in this price segment..but delivery too late vry bad experience
1273,1,Go for it don’t think
1274,5,I haven’t used it much to write a review but the body looks better than some windows laptop and if you don’t have any heavy usage for laptop then this one is for you!
1275,5,Excellent!
1276,5,Best laptop in segment! I had got it in only 60000/- and very happy with laptop!
1277,1,All over good experience...
1278,4,As always stingy on storage...when will Apple improve?
1279,4,Very good product in middle range
1280,4,Good product
1281,5,The best Laptop I’ve ever used
1282,5,Does this really require a review? Its a macbook!
1283,5,Very good product
1284,5,Excellent 👌
1285,5,"Its a best product under 55k. If you are looking for coding or light weight youtube video editing, without thinking u can go for it. Im a Java developer and Youtuber, for me it's working perfectly and getting battery backup upto 10 hours. I just love it."
1286,5,Best
1287,3,Slow screen boost had scratches
1288,5,Excellent
1289,5,Best for coding or professional work not recommended for gaming.light weight very slim
1290,5,It's really awsome product i love very much
1291,5,"Better than windows I7 laptops , but with less storage 128gb ssd, That I can upgrade to 1tb soon"
1292,5,One of the best decisions of my life !!! Guys just go for it.
1293,5,Better than any laptop in the market ..it's apple bro..blindly go for it .. windows are not able to beat apple ..it's have a i5 old processor but believe me it's better than i5 10 th gen.. premium build with classy looks..just go for it
1294,5,Bought it for my daughter... she is loving it .
1295,5,Nice product.........
1296,5,Battery backup is awesome and luxurious feel of using the Macbook.
1297,5,Just awesome. Nothing more to say about Apple. It's Apple boss.
1298,5,"Excellent product, great features, amazing experience, total value for money"
1299,5,Unique experience
1300,4,Good
1301,5,Excellent packaging Excellent product
1302,5,Good one according to price
1303,5,Will not say much about design and performance as many people already spoke about it.  Battery performance is awesome and OS software-update is on time. Software updated from sierra to big sur within 3 weeks of purchase.
1304,5,"Deal was amazing and the product is excellent, lovely 😊"
1305,5,must buy.......best laptop ever use❤️ worthy 😍
1306,4,"Hi...Very nice product, no doubt but camera is not ok, not at all ok camera. It was very good betray backup. I don't like the camera. Otherwise nice product, people can buy without any any questions 👍👍"
1307,4,"The delivery was so late that it took ages. In between the time of the order and delivery of this product, The President of USA changed, my state election took place and even the result was declared and 20 Lacks people got Covid Positive and many more.. The laptop arrived in good shape and is running smoothly(atleast till now). I didn't found any problem which some people mentioned in other reviews. The display is also good. macOS big sur update is available. Happy Buyer (atleast till now) :)"
1308,5,everything is excellent😍😍😍
1309,5,"My dream came true now finally here it is Worth of money My first product of apple also my first laptop I'm so happy because finally I got it, About mac it's design is so sleek And about battery it is quite good, Finally about it's performance I have not too much experience bacause of I didn't use it completely so Sorry , but I hope it may be great, I'll edit my review after usage of this mac so till then Thanks!"
1310,5,"Best product of Apple macbook air2017.. amazing battery performance , stylish especially Apple logo"
1311,5,Great purchase during big Sale. Good packing !!
1312,4,Super performance
1313,4,Awesome touchpad and keyboard...128gb PCle ssd not as fast as the NVMes but manageable... unhappy with the camera quality...great technical support from apple... Flipkart took a decade to deliver this product :-(
1314,5,Without any doubt I would say the best laptop I have ever used. Don't mind the processor generation and all.. it works pretty well for almost all the scenarios. Best apple laptop with best value for money.
1315,5,Very Nice and Great
1316,5,Awesome n secure product
1317,5,Flipkart is Most trusted e-commerce business ...Good and genuine product
1318,5,Good packing Fast delivery Good for personal use
1319,5,Phenomenal machine...buy with closed eyes... you'll not regret❣️
1320,5,I loved it
1321,5,Asm... satisfaction in buying
1322,5,I would like to thank steve jobs for making this company so cool yaar. it's superb. delivery takes 10 days but it was a beast. I show negative reviews sad for them. my mac is great. the battery is 10 hours as I only watch a few videos and study. screen bhi mast hai. typing is col. metal body. sab mast hai.
1323,5,Super fast Mac Book
1324,4,amazing.
1325,5,Very awesome product. Flipkart service is very good.
1326,4,I got the delivery late and also the packing of flipkart was not satisfactory ....  But yeah I m quiet happy with Mac. It has awesome power and performance
1327,5,Awesome
1328,5,Just amazing 😍😍😍😍😍
1329,5,"Very smooth, light weight, looks cool, stylish bettery is satisfactory."
1330,3,One of the keys not working
1331,1,"I had an issue with laptop, it is over heating while using a half an hour"
1332,5,Awesome laptop in amazing price
1333,5,I have macbook Pro from organization but let me tell you this product is no less. Apple touch and feel is amazing. It may be 10k costly than other I5 products like dell etc but worth it.
1334,5,"A macbook at this price is a steal but it's not useful for anything other than light browsing, working on ms office (will have to spend extra on that) and other light applications. This is a 2017 model with an older gen processor. It might get Big Sur but any update beyond that is a question mark. Also the display tech is very old. However, The build quality and light weightedness is better than even double priced windows ones. If you are light user and and a new/old apple convert then go for..."
1335,5,Good timely delivery by Flipkart
1336,5,"Always wanted to buy a MacBook. Purchased for 59k.  Although the model runs down to 2017, still worth every penny in 2020.  Comes updated with latest Mac OS Catalina 10.15."
1337,5,One word Osm at this price👍🏻👍🏻
1338,5,Best laptop for the price. Got it for 48k availing exchange. Only downside is the display quality... Very well integrated ecosystem for users having iphone or ipad...
1339,3,"I received September 2020 MFG product @59990/-. Build quality good. Apple logo in the back side is glowing. 2 usb 3.0, 1 thunderbolt port v2, 1 micro sdxc slot and charger port. Display very bad with HD resolution. UI very bad to Me l, Windows 10 is best. Latest OS Catalina pre-installed. Usable SSD above 80GB. 8GB DDR3 Ram. Intel core i5 5th gen with intel graphics. As per My recommend don't buy please go to windows."
1340,5,Very good experience 🥰
1341,5,Good
1342,5,Best product on market at this price Just go for it ..
1343,5,Super fast delivery
1344,4,Good
1345,5,Very good packing Also Apple awesome
1346,5,The aluminum body was simply super I loved it very much! must buy product😘
1347,5,My experience with Apple is very very good. Apple is Apple yar
1348,5,This laptop super but display compromise
1349,5,I am happy
1350,5,Best for students considering its pros and cons
1351,1,Pathetic support from jeeves (Flipkart Technical Team). Better to buy Apple products from Apple showroom.
1352,5,Just go for it
1353,5,Amazing product. But need to have prior knowledge of usage.
1354,5,Lovely. Must buy
1355,5,"This one is super fast, does the job quickly. Even if you installed softwares like photopshop still it's quick. Thx flipkart for the super fast delivery"
1356,5,Beautiful
1357,5,After using for more than 6 months I can say the product is good. Good for normal uses and weather home or office. In this price the product is good..but if some one looking for best Processor more than i5 Or long video edits or longer time cpu usage may this will not meet you requirements.
1358,5,"Read it carefully!  Before going to buy a Laptop full with new specifications, just remember one thing; ""Apple sabka baap hai"". My Macbook Air was manufactued on September, 2020 and the best part is it comes with Mac OS Catalina. I upgraded it to Mac OS Big Sur. Believe me, there is even no lag while even importing or exporting videos in iMovies (jo nhi jante ho, yea KineMaster ka baap hai, apple ka apna in-built app). Literally, I am getting 12 hours of battery. There is no issue of heating...."
1359,5,"The best apple product for a student, affordable. Being a commerce student (MBA) it's very easy to install & use MS office. People say it's difficult to run MS Office, it's myth. Believe me it works much better than a windows laptop. Overall product quality is best, very light weight and easy use, battery is very very good, the processor is outdated one, but that doesn't make any difference if u r upto for normal usage. I had received mac os catelina version (updated). It's very old model, st..."
1360,5,One of my best purchase product
1361,5,"this product is very awesome. display quality is very nice HD DISPLAY, battry life very good upto 10hr."
1362,5,Apple at it's best ❤️❤️
1363,5,"Terrific purchase! Whatever the task, fifth-generation Intel Core i5 processor with Intel HD Graphics 6000 are up to it. A Mac feels so premium and luxurious.The hardware are perfectly matched and performance is always optimal.MAcbook Air is lightweight and easy to carry. The MAC OS is a very stable Operating system. There's a high chance that you'll never face a single crash in your entire lifetime using this Macbook Air. Also,Battery performance is way too good. Well... It's basically for..."
1364,4,very good product
1365,5,Awesome
1366,1,Serial number mismatch in invoice provided by Flipkart
1367,5,Best in system performance.
1368,5,It’s a fabulous product... it could not be delivered on time due obvious reasons but Flipkart kept me updated so no regrets... value for money 💰
1369,4,Good performance...
1370,5,Loved the one
1371,1,"Worst laptop, I have ever had.. I bought it 1.5 yrs ago, now it has motherboard problem. Why should I go for Apple instead of any other brand , if it has the same problem like other brands have.. now for the motherboard they are asking 32000 indian rs.. such a waste of money.."
1372,5,Awesome laptop 2017 model
1373,5,It was a really great product
1374,5,Awesome purchase!
1375,5,Happy
1376,5,I liked product very much and my first product of apple
1377,5,Nice product
1378,5,awesome this product is very lightweight
1379,5,No doubt about apple products..  Hats off to Flipkart for amazing service and giving it out at a great deal.  Thanks
1380,5,Needless to say anything. The brand apple speaks volume about itself. The product is just awesome. Lightweight good battery back up with great hardware system combine to make a complete package.
1381,5,"This is far better than any high end windows laptops, one of the best laptop in this price range. Got it for 58000 on big billion day. Thanks flipkart for this amazing product. I recommend this for people who need this for programming and also for high end editing softwares will work smoothly without any lag."
1382,1,Adapter is overheating. This is really safety issue. I'm facing battery and Camara issues as well .  Not happy with this product. Request flipkart not to sell such defective product .Pls don't buy this product. I'm reporting to flipkart. If they not publish my post . I will to legal support.
1383,5,Totally awesome
1384,5,simply superbb
1385,5,Good Laptop
1386,5,Positive:  1. Performance 2. Battery Backup 3. Design 4. Display 5. Ram 6. Processor 7. Very Thin 8. Backlit keyboard (we can use dark light)  Negative:  1. Display is average when compared with MacBook Pro 2. No Finger Print   Overall rating: 4.5/5
1387,4,I had recently purchase this Macbook Air 2017 model on 21st October. I was concerned by reading online reviews about this seller TrueComRetail.  I received the product on 28th october. I received it in new condition. I checked :  1. Delivery is good 2. Serial number matches with apple box and also warranty start on shipping date which is 27 3. No sratch or dent on macbook 4. No dead pixel on display 5. Battery cycle count is 0. Which means that battery was not used before 6. Charger is also s...
1388,4,I was excited more .
1389,5,Ultra thin
1390,5,It is what I expected
1391,5,Favorite one😁😁
1392,5,Best product in laptop
1393,5,The product is awesome
1394,5,The laptop is best in this price the core i5 5th but the work is done by this laptop is i9  Display quality bit low. Battery backup is superb upto 12 hours . Trackpad just osam
1395,5,"Oke...so I m gonna tellonly what u all want to know.... I had purchased this product on 29th Oct. and I received it yesterday.... I had many negative thoughts regarding the seller ...as when I researched about the seller i.e. ""True Com Retail"" , there were many negative feedbacks from the customers ....but I took the risk and ordered this MacBook at approx 60k...in the Big Diwali Sale. When the delivery agent gave me the product...I noticed that the seal of the flipkart on the outer package w..."
1396,5,I am happy. This device is really good. Design was really very cool. Light weight. I love this.
1397,4,Purchased during Flipkart Big Billion Days 2020. No doubt mac is always a best choice as far as it's performance is concerned. Found only 2 cons. 1. Battery is giving hardly 6 hrs backup. I was expecting minimum 8 hrs backup with my limitation usage as browsing and YouTube. 2. Adapter gets heated very high whenever I charged in 1 shot from 10% to 90% .  Rest everything is Good.
1398,4,Awsm!
1399,4,The laptop is really good sleek design compact laptop but the charger and laptops heats really fast while charging and also when I’m using it.....
1400,5,Am very satisfied for this product
1401,5,😘😘😘Apple is Apple....No words to say.....Simply Stunning👌👌👌👌
1402,5,Best laptop for commercial purpose and coding
1403,5,It's good product
1404,4,The peoduct is good to the expectations.
1405,5,I am loving it my first apple device
1406,5,best in display and sound but battery last 6 hours on web browsing only and decent and os is some diffcuit for me because i uses windows laptop other wise all is well
1407,5,Excellent Product Mashallah.
1408,5,Excellent products
1409,5,Apple product was very good but I'm full unsatisfied with the delivery it's was very late from the time I ordered soo try to make it quick
1410,5,Fantastic performance
1411,5,Awesome Product...Good for pro person...nice..
1412,5,This MacBook is amazing best lovely
1413,2,Charger getting extremely hot.
1414,5,"It's an amazing product,battery life is awesome. Performance is still great even in 2020. Apple products are never outdated ni matter whatever the year is. Overall loved it🖤😍"
1415,5,It's quite wiser to pay more for product from Apple like MacBook Air. Flawless design and performance.
1416,3,I donno why my product is not getting validated on apple coverage site any one else facing the same problm? Btw i liked the macbook air but validation problm
1417,4,"Much better than a windows laptop Display is not so good, Performance is up to mark Battery is amazing Sound is great Touchpad is from another world Transition effects are cool Lightweight Superb build quality"
1418,3,"Product is good bt , Flipkart took too much time to deliver it ,😡😡"
1419,4,Overall it's a good product
1420,5,Overall nice laptop for programmers!
1421,4,"Slimmest, Display is above average but battery is fantastic... design is awesome."
1422,4,"Battery lasts only 6 hours with latest Mac os Catalina 10.5.6. My new Mac came with it. And now battery is only about 6-8 hours. Otherwise, its great."
1423,4,"There is absolutely no comparison between MAC & Windows. This is the best operating system in terms of performance, durability & battery backup which is very well complemented by it's asthetics.  Packaging is top notch (as expected)  What is astonishing for me is the delivery time and below average customer service. This is indeed an area worth looking at. Hope Flipkart take necessary actions to ensure product should reach within the date of commitment."
1424,5,Amazing
1425,5,Good perched
1426,5,One if the best purchase
1427,5,Excellent!I'm a windows laptop user.wanted something sturdy.bought this.does the job well.one needs to buy office365 separately!comes with OS catalina. I'm not sure if 128 GB would be enough for everyone so an additional storage expense should be kept in mind.battery back up is good.
1428,2,After 6 months of use the laptop gets overheated so much and lags also.Also tally doesn't work in this.The battery in the start is so amazimg but after 6 months of use it drains like heavy rain.
1429,1,Quality of display is worst.... No clarity of pic... It look like old time smartphones display
1430,5,"Suprb Quality As expected.. Nice packaging.. Sexy design.. In case of OS ,For programmers and coders I think the bestest ever laptop I have been using .. Love uh Mac and Flipkart also for giving me a genuine product. Thanks a lot..."
1431,1,Excellent power backup
1432,5,"Loved it!  Delivery executive was way too generous and soft spoken. Both, product and flipkart services (seller inclusive) are superb. Packaging was outstanding. Keep up the good work. Thanks for your service!"
1433,5,I got a recent and Aug manufactured Macbook and not from old stock. Only problem I can see in 15 days usage is that the power adapter/brick is getting very hot while charging despite it being the new MagSafe 45W power adapter. I raised the issue with Apple Care but yet to get any satisfactory resolution.
1434,5,Awesome.... Product..... Surely go for it... Who said that Apple is not good.it's awesome... Love it.. ❤️❤️
1435,5,"It's Lovely ,I purchased for my brother and he is extremely happy with that book.big billion day is really helpful for middle class buyer.."
1436,5,Fabulous
1437,5,Good quality
1438,5,Nice product from Apple very nice coding and very good for students
1439,5,Awesome lappy as expected
1440,1,"It's dead less than 2 years later despite very basis usage. Even the apple support centre isn't able to fix it despite charging 35k. Would recommend not buying. If you do, pls add on the extra insurance."
1441,5,This is so awesome 😊
1442,5,Buyed it during Big Billion Days. Performance is awesome and boot up very quickly. Battery last for something like 11 hours with wifi on and surfing at medium Brightness. Display should have been better. But Sound quality is just superb.
1443,5,Excellent Dilelivery from Flipkart and Apple No dought on product...
1444,5,Great product
1445,5,Great Machine!
1446,5,Perfect
1447,5,"Having purchased the Mac Book Air, my friend asked me how it is and I just replied with a single word - “Royal”  That having said, I read above reviews already given and everything about the Mac book Air looks good and many have said that the display could be better but I personally am satisfied with this MacBook. The model is 2017 which misses the fingerprint and Retina display from 2018 model. Pretty decent for android studio for mobile app development. The power on time is impressively lo..."
1448,5,Battery was awesome.. Performance management was really good. Note* Not for gamers.. Rest go blindly...
1449,5,Good laptop. I got it for 56k worth it. Display is not great. You can buy lifetime subscription of office at 2000 for those who are worried about office.
1450,1,I have purchased the product but the screen gets off in between automatically and also when i touch the screen it gives electric shock sometimes
1451,5,Awesome
1452,5,I received this macbook air yesterday. This review based on first day use of macbook air: Pros: Battery I think 8 hours to 10 hours working once fully charged 2)Very Fast charging 3) Apple customer support is good 4) Proceeser Fast working 5) Light weight 6) Sound is good Cons: 1) Display is average Suggestions: Very good os
1453,5,If u are comparing it with windows by looking at its specs just don't ...if u are getting it below 60k just go for it.and the display it is not bad at allll....battery is great...performance is great but no gaming on this machine*****video edting is smooth like very very smooth except 4k it does the job thoough...
1454,5,Except display everything is grt
1455,5,Awesome laptop
1456,5,Got this MacBook Air on the flipkart BBD sale. Great performance and love this laptop 🙂
1457,5,Apple always best ❤️awesome product
1458,5,Good product
1459,4,Great purchase...my 1st apple laptop...flipkart takes 8days to deliver...its too long time... Overall laptop looks and feels good...i will write another review after using it for 3months Thanks
1460,5,Awesome
1461,5,Best for day to day use
1462,2,Dead in just three months haven't got any support from jeevs or flipkart even after purchased total protection plan . More than 100 calls 5 to 6 times complaints these cheater every time only asking what is your problem.worst worst service
1463,1,Not satisfied with flipkart.
1464,4,Good quality battery backup about 12 hrs and good performance
1465,5,"It's sleek, trendy and light weight."
1466,5,Awesome
1467,5,Highly recommended very nice Mac
1468,5,This apple macbook air is really fab in this price. The packaging was very nice. All is all i faced only 1 problem its doesn't let u create an apple id for around 3 days. But after it u can create easily so dont get panic guyees when u r not able to create it.
1469,5,Very good product value for money tough build quality and also give smoother performance
1470,3,This apple macbook air nice in design. One cons is heating issue in bottom. During charging i was seeing online movie then bottom of laptop & charger is being more heated than as usual. This must not happen with premium company's laptop.
1471,5,Mind blowing super.
1472,5,Good product
1473,5,only one word just go for it 😘😘😘😘😘
1474,5,I like to very happy to buy first apple product
1475,5,Good products
1476,5,Nice product
1477,5,Good product in low price
1478,5,Good
1479,4,Good❤️
1480,5,Awsome product
1481,5,Good and great performance ... It is good laptop.
1482,5,A good buy ...thanks filpkart
1483,4,After all its MacBook air
1484,5,I iust love it..... If you're not interested in gaming.. then go for it.... This is awesome
1485,5,Its my first experience of macbook air. Apple performance too good. each and every feature of macbook fabulous. i definitely recommended for work.
1486,5,Awesome product..❤️❤️❤️
1487,5,Beautiful design... Sophisticated feel.. Recieved today..
1488,5,"MacBook rocks, latest iOS upgrade available"
1489,5,Awsome product best choice for developer
1490,5,Very good for coding
1491,5,The packaging n product quality is awsone. Will revert on its functioning in due course
1492,5,"I was sceptical about buying a macbook first, but I never regretted buying one. If you are in a dilemma whether to go do this or another option. Just go for this."
1493,5,Light as a notebook. Great battery life. Superb performance.
1494,5,Wonderful product by apple sure to sugest other
1495,5,I brought it to study reactjs and do some web development it’s working good as of now
1496,5,Good quality
1497,5,Well do little research before u buy this laptop..as per ur usage. Till date the specs seems like lil outdated but the performance is like awsm. If you have little budget extended dn I would suggest to go with Mac air 2020. Still it is a value for money deal.
1498,5,Delivery before time with good packing. Product works fine. Got the best deal during big billion sale.
1499,5,Nice product
1500,4,Very very bad display looks are excellent performance is excellent battery life and so too good but this place I have ever seen in this price range
1501,5,One word only! Superb...
1502,4,Very very old model MacBook
1503,5,Super as thin as air
1504,4,"The product was amazing, The outer box was damaged severely, But the laptop box inside survived. The delivery guy is bad, He told to come to logistics store for pickup, He didn't come for delivery. . . The product was amazing. Worth for 60k, . . For a product worth 60k a customer will expect faster delivery and good packing, But Flipkart failed in both, It took a week to deliver it and the outer box was severely damaged. . . Flipkart is worst, If you want this laptop, better buy in some other..."
1505,5,What a product. Macbook air is amazing. If you thinking to shift from windows to mac I am damn sure that you are not going to regret..
1506,5,Loveliest Mac❤️❤️❤️
1507,5,I brought it in big billion days of 55000 rupees. I am the lucky one who get it in 2019 as apple upgrade Mac book air in 2020 and now old version is not produce by company. This is best Mac book for students. None of windows laptop can beat the performance of this Mac book in same cost. And of course Mac operating system is more powerful as compared to windows in terms of coding or video editing.
1508,5,Worthy of money
1509,5,Awesome apple product. But I don't know how it's possible. I got sealed box but when I opened it I have found some scratches on the charger.
1510,5,Toooo good ... Can't believe this lappy is thinner than my realme smartphone
1511,5,Fall in love with this
1512,5,Good
1513,1,Received a Macbook with a big scratch on the back of display. I have applied for a replacement.
1514,5,👍👍must have even its 2020
1515,5,Performance and battery are just amazing. That's all we need l.
1516,5,I am a Software Developer !! Ordered this after doing a very long research. Good for everything !! Nice battery (will update after 1-2months). Display is also good. One can use external monitor for photo or video editing. Go for it guys.  Will update a details review after using it for long time.
1517,5,Superb quality ❤️ it
1518,5,Reviewing after one year of use. Pros- 1.Best performance and around 7-8 hours battery. 2.Best software experience.  Cons- 1.Bezels are slightly bigger as compared to other laptops. 2.You can't play games in this laptop because it's macos😁 .  Overall the best laptop for students for coding and video editing.
1519,5,Nice product
1520,5,"Great product, my daughter love it."
1521,5,Best
1522,5,Just wow... Awesome Apple Mackbook. Thank you Flipkart.
1523,5,very code lp
1524,5,"Good, value for money"
1525,5,Worth
1526,5,Mac❤️
1527,5,Excellent product ...but don't buy online ....go for stores ..
1528,4,"Couldn't find or get better then this. Wait for sale (offers) and buy it without thinking much if you're looking in this price segment. All features are just confined whether it is performance, speed, weight etc. Go for it."
1529,5,"Genuine product last 2 years I'm using. Thanks, Flipkart"
1530,5,Good
1531,5,"Best to use, work like a smartphone, so light and user friendly"
1532,5,I just love its battery backup. 12 hrs ❤. And on off time is also less. Worth it.
1533,4,good
1534,5,The product is up to the mark and with the best performance in the league. But if you have a job of which require much more of connection and sharing then this will be a fussy for you because this require more task for that.
1535,5,"Product is good but never buy on HDFC EMI’s option either HDFC or FLIPCART is cheating,Deducted 4 extra EMI’s and now they are blaming on each other"
1536,5,Macbook air is awesome.
1537,5,"Apple macbook air is awesome if you are College student or you are doing some kind professional stuff but not useful for account professional because many account software run in window operating system's like tally not working in mac,Dsc not working in mac in india many thing required window operating system so before you buy it just go through these stuff."
1538,5,It's a fantastic laptop I have ever seen. I just love it.
1539,5,Best
1540,5,Superb Performance... As always Mac
1541,5,Very good...it is mind-blowing
1542,5,Go for it if you're looking for a laptop for day to day task
1543,5,I felt battery support is not good. Rest all is very good.
1544,1,It has not been a year I bought the product. But the sound stopped working one day. Few days after the charger stopped working. The performance was good but not sure what is wrong with the hardware. But it's a big dissapointment.
1545,5,Good
1546,5,It’s simply best feeling to use apple products . U could find the laptop distinct and variable from other laptop brands . Overall excited using the laptop every day .
1547,5,Rating this after 10 months. Bought for 64000rs. Delivery: Before time & perfect packaging. Software installation: They never force installation. Speed: Perfect speed as can be hoped from someone to obey the inputs. Battery life: 8-9+ hours after continuos surfing using wifi. As I had to do surfing most of the time. Sound quality: Speakers be like-find me if you can..As they are beneath the keyboard and provide perfect quality more than enough someone can hope for from this tiny piece of meta...
1548,5,Great product. Just loving it.
1549,5,Nice
1550,5,Go for it giving this revoew after 2 months .. very light weight.. once u will start using ig. U will know why apple.. 😂😂
1551,1,The worst product I have purchased in my life. Mother board corrupted in less than 2 years. I had to replace it for 20k. This is worst than a Chinese product. They are looting u on the basis of name only. It's better to buy HP product. Atleast they cost less and work fine for years.
1552,3,Quite good but you can get better specifications laptop in the same price.
1553,4,"After 10 Days of use,  Battery - screen time is around 6to7 hours. This is a concern.  OS updated from the mentioned to different.  Hope rest is well..... I will need some more time to detail more."
1554,5,sometimes the speakers are not working
1555,5,Overall its good but gets too overheated. Fan sound is very loud. Unexpected.
1556,5,Best for coders just loved the trackpad and the stability screen is not a problem if u are stopped by the screen the go for it its not the problem!!
1557,4,"It is a nice product, i did not notice any issues as of now"
1558,1,I bought it in 2018 but now not working at all. use other app(Amazon) for buying
1559,5,Very good
1560,5,Good Product.
1561,3,"Had purchased it in January and was working well for four months. The physical condition was good after a few months of usage. But suddenly it stopped booting properly, showed battery and heating issues. Tried resolving the issue by doing smc reset but it didn't work. Got a diagnosis done from one of the service centers and the problem was with its main board. Just four months of use and there were problems already!"
1562,5,Beautiful
1563,5,"Best laptop ever, class design, it is sleek and thin. It has fastest OS in the world. It is not just a laptop,but it is an experience."
1564,5,Bought MacBook air 2 years back. Working fine.Love it's sleek design
1565,1,My Macbook Air Camera is very bad. I think my laptop camera is changed by seller.
1566,4,Serial number in tax invoice and actual serial number are different. Having issue to register its warranty.  Rest everything is good.
1567,4,The laptop is beautifully designed and slick. The UI is very comfortable but the apple environment is still growing so there can be interoperability issues with other windows programs. Recently however I have been facing quality issues and had to pay to change the keyboard. With upgrade to Catalin now am facing wi fi issues. The policy of replacing parts makes maintenance very high. For the premium price we are paying I expected far better quality. So weigh the pros and cons before buying the...
1568,5,Awesome 😎
1569,5,Ok
1570,5,Nice & Good Product...
1571,5,Must buy
1572,5,As usual awesome
1573,5,Very nice laptop. Got at a very good price.
1574,5,excellent
1575,4,Awesome thanks flipkart
1576,5,awsm
1577,5,Very nice but many apps not available for Mac
1578,5,Best laptop. Very good performance.
1579,5,It's going good
1580,4,Superb product
1581,5,Its awesome !!!
1582,5,Love it.
1583,5,Really best lap... perfect for coders
1584,5,Alli can say is awesome apple😍😍 nice one overall😁🤩
1585,1,"I received a defective product. The battery was completely drained and it notified ""Replace Now"". There were scratches in the product too. Thankfully Flipkart returned my product and refunded the amount."
1586,5,Best laptop
1587,4,Great
1588,5,It's just breeze..
1589,4,for developing android applications performance is superb..excellent purchase.
1590,5,"Apple rocks .we welcome apple in india ,Chinese companies bye bye from india"
1591,5,My First ever apple product. Good to go for purchase.
1592,1,Manufacturing defective
1593,5,I have purchased 10days back at price 63k. Nice Product value for money. Quick task processing no bufferer with 20 application running simultaneously. Excellent resolution and clarity for movies and pictures as well as sound in alse appreciable.
1594,5,Fantastic product
1595,5,"I like it, it's sexy lol"
1596,5,Awesome
1597,4,Satisfied.
1598,5,Superb product..
1599,1,This laptop heats on charging. Charger gets hot within a minute of plugging. Not worth buying. There is no exchange policy on Flipkart. Really sad.
1600,5,Great laptop So happy after buying it
1601,3,Nice
1602,5,Awesome
1603,2,Jabar dasth laptop
1604,5,Excellent product & performance
1605,1,Mac Book Air not getting charged. Battery is not working with the adapter. Do not buy from Flipkart. They have fudged. Flipkart has refused return also.
1606,1,Battery problem after 7 month. also mother board issue
1607,5,Kya bolu it's amazing laptop i ever used
1608,4,Product worth the price Good for business purposes only Not good for editing color grading video editing like that because of the display resolution
1609,4,"Best quality, worth of money."
1610,5,A wonderful product.
1611,5,"Nice strong build, unlike the pro model.Only con is there is no in-built HDMI port. I think this is the last model where the apple logo shines."
1612,5,Battery backup and performance makes me happy
1613,5,Still the best laptop if we overlook the big bezzle'e and screen quality. For getting in the Apple Kingdom its the best you can get.
1614,3,"It won’t turn on after three years from purchase date! Unfortunately, I woke up to start working and finding my MacBook Air not starting. Tried all key combination- started after a couple of hours. But next day onwards- totally conked off. Battery is okay. It’s basically a three year investment. But performed very well ! Very sad about this."
1615,1,The laptop faced numerous issues 1. Blickering of the screen while watching videos 2. The RAM stopped working within 3.5 months
1616,5,Great laptop even in 2020
1617,5,"Pros: Great for regular use,outstanding battery life, rapid charge, keyboard is smooth, trackpad is smooth, built in 128GB SSD is worth it if you are looking for long term work performance. For 66k, I would really recommend the Air. I have installed Anaconda on it and seems there has been no issue with the background code processing so far. Sound quality is very nice, placement of the speakers really does the trick.  Cons: Power adapter and bottom vent gets heated up very much"
1618,4,Original Trusted
1619,5,Good product I love apple products
1620,5,"Awesome product, go for it, writing this after using for 2 years, no lag in performance, always speed is superb"
1621,5,Value for money.
1622,5,Super cool
1623,5,Best laptop ever.
1624,5,Value for money
1625,5,Good
1626,5,I'm very happy with the product and ofcourse thankful for the fast delivery by the Flipkart 🙂
1627,5,Yery nice ....Excellent
1628,5,Best product
1629,5,Just waooo
1630,5,"Good product. Battery is a masterpiece. Storage is not enough, but if you have an external hard drive this a good product at this cost. Display can be a little better."
1631,5,🤩 Awesome 🤩🤩
1632,5,Beyond 😍
1633,5,Amazing
1634,5,Amazing Effort by the delivery person...Loved the Laptop!!
1635,5,Nice and genuine product till now its running smoothly....Nice mac experience If thinking to buy go for it
1636,5,Itsa great deal.
1637,4,Nice performance but screen quality is not good.
1638,5,Great
1639,5,It’s my first macbook I loved it tough it started giving os problems after a year but battery designs performance seems perfect
1640,5,Awesome product No complaints
1641,5,This is good for me❤️
1642,5,Product is amazing and working perfectly and as a birthday gift it is a precious gift for me
1643,4,Great purchase
